Species	Protein ID	Family	Genome/EST	Category
Zea mays	GRMZM2G045331_P04	Rcd1-like	Genome	Other
Zea mays	GRMZM2G045331_P05	Rcd1-like	Genome	Other
Zea mays	GRMZM2G045331_P06	Rcd1-like	Genome	Other
Zea mays	GRMZM2G140552_P01	Rcd1-like	Genome	Other
Zea mays	GRMZM2G140552_P02	Rcd1-like	Genome	Other
Zea mays	GRMZM2G140552_P03	Rcd1-like	Genome	Other
Zea mays	GRMZM2G140552_P04	Rcd1-like	Genome	Other
Zea mays	GRMZM2G140552_P05	Rcd1-like	Genome	Other
Zea mays	GRMZM2G159241_P01	Rcd1-like	Genome	Other
Zea mays	GRMZM2G000408_P01	SET	Genome	Other
Zea mays	GRMZM2G001103_P01	SET	Genome	Other
Zea mays	GRMZM2G001103_P02	SET	Genome	Other
Zea mays	GRMZM2G008654_P01	SET	Genome	Other
Zea mays	GRMZM2G016901_P01	SET	Genome	Other
Zea mays	GRMZM2G020343_P01	SET	Genome	Other
Zea mays	GRMZM2G021044_P01	SET	Genome	Other
Zea mays	GRMZM2G021044_P02	SET	Genome	Other
Zea mays	GRMZM2G024477_P01	SET	Genome	Other
Zea mays	GRMZM2G024477_P02	SET	Genome	Other
Zea mays	GRMZM2G025924_P01	SET	Genome	Other
Zea mays	GRMZM2G031407_P01	SET	Genome	Other
Zea mays	GRMZM2G033694_P01	SET	Genome	Other
Zea mays	GRMZM2G033694_P02	SET	Genome	Other
Zea mays	GRMZM2G033694_P03	SET	Genome	Other
Zea mays	GRMZM2G034288_P01	SET	Genome	Other
Zea mays	GRMZM2G034288_P02	SET	Genome	Other
Zea mays	GRMZM2G043484_P01	SET	Genome	Other
Zea mays	GRMZM2G043484_P02	SET	Genome	Other
Zea mays	GRMZM2G045507_P01	SET	Genome	Other
Zea mays	GRMZM2G047695_P01	SET	Genome	Other
Zea mays	GRMZM2G051707_P01	SET	Genome	Other
Zea mays	GRMZM2G051707_P02	SET	Genome	Other
Zea mays	GRMZM2G054380_P01	SET	Genome	Other
Zea mays	GRMZM2G054380_P02	SET	Genome	Other
Zea mays	GRMZM2G054380_P03	SET	Genome	Other
Zea mays	GRMZM2G054380_P04	SET	Genome	Other
Zea mays	GRMZM2G055381_P01	SET	Genome	Other
Zea mays	GRMZM2G057692_P01	SET	Genome	Other
Zea mays	GRMZM2G057692_P02	SET	Genome	Other
Zea mays	GRMZM2G057692_P03	SET	Genome	Other
Zea mays	GRMZM2G058700_P01	SET	Genome	Other
Zea mays	GRMZM2G058700_P02	SET	Genome	Other
Zea mays	GRMZM2G058700_P03	SET	Genome	Other
Zea mays	GRMZM2G060478_P01	SET	Genome	Other
Zea mays	GRMZM2G061059_P01	SET	Genome	Other
Zea mays	GRMZM2G061709_P01	SET	Genome	Other
Zea mays	GRMZM2G063030_P01	SET	Genome	Other
Zea mays	GRMZM2G063030_P02	SET	Genome	Other
Zea mays	GRMZM2G063316_P01	SET	Genome	Other
Zea mays	GRMZM2G067746_P01	SET	Genome	Other
Zea mays	GRMZM2G071957_P01	SET	Genome	Other
Zea mays	GRMZM2G071957_P02	SET	Genome	Other
Zea mays	GRMZM2G072440_P02	SET	Genome	Other
Zea mays	GRMZM2G072440_P03	SET	Genome	Other
Zea mays	GRMZM2G072440_P04	SET	Genome	Other
Zea mays	GRMZM2G074094_P01	SET	Genome	Other
Zea mays	GRMZM2G074094_P02	SET	Genome	Other
Zea mays	GRMZM2G074094_P03	SET	Genome	Other
Zea mays	GRMZM2G075600_P01	SET	Genome	Other
Zea mays	GRMZM2G077258_P01	SET	Genome	Other
Zea mays	GRMZM2G077258_P02	SET	Genome	Other
Zea mays	GRMZM2G077258_P03	SET	Genome	Other
Zea mays	GRMZM2G078458_P01	SET	Genome	Other
Zea mays	GRMZM2G078458_P02	SET	Genome	Other
Zea mays	GRMZM2G078458_P03	SET	Genome	Other
Zea mays	GRMZM2G078835_P01	SET	Genome	Other
Zea mays	GRMZM2G078835_P02	SET	Genome	Other
Zea mays	GRMZM2G084996_P01	SET	Genome	Other
Zea mays	GRMZM2G084996_P02	SET	Genome	Other
Zea mays	GRMZM2G092131_P01	SET	Genome	Other
Zea mays	GRMZM2G092759_P04	SET	Genome	Other
Zea mays	GRMZM2G098418_P01	SET	Genome	Other
Zea mays	GRMZM2G098418_P02	SET	Genome	Other
Zea mays	GRMZM2G098418_P03	SET	Genome	Other
Zea mays	GRMZM2G098418_P04	SET	Genome	Other
Zea mays	GRMZM2G102875_P01	SET	Genome	Other
Zea mays	GRMZM2G105869_P02	SET	Genome	Other
Zea mays	GRMZM2G108536_P01	SET	Genome	Other
Zea mays	GRMZM2G108536_P02	SET	Genome	Other
Zea mays	GRMZM2G112145_P01	SET	Genome	Other
Zea mays	GRMZM2G117458_P01	SET	Genome	Other
Zea mays	GRMZM2G117458_P02	SET	Genome	Other
Zea mays	GRMZM2G117458_P03	SET	Genome	Other
Zea mays	GRMZM2G117933_P01	SET	Genome	Other
Zea mays	GRMZM2G118956_P01	SET	Genome	Other
Zea mays	GRMZM2G124729_P01	SET	Genome	Other
Zea mays	GRMZM2G124729_P02	SET	Genome	Other
Zea mays	GRMZM2G125432_P01	SET	Genome	Other
Zea mays	GRMZM2G125432_P02	SET	Genome	Other
Zea mays	GRMZM2G137866_P01	SET	Genome	Other
Zea mays	GRMZM2G137866_P02	SET	Genome	Other
Zea mays	GRMZM2G137866_P03	SET	Genome	Other
Zea mays	GRMZM2G138115_P01	SET	Genome	Other
Zea mays	GRMZM2G139710_P01	SET	Genome	Other
Zea mays	GRMZM2G139710_P02	SET	Genome	Other
Zea mays	GRMZM2G140577_P01	SET	Genome	Other
Zea mays	GRMZM2G142634_P01	SET	Genome	Other
Zea mays	GRMZM2G147619_P01	SET	Genome	Other
Zea mays	GRMZM2G147619_P02	SET	Genome	Other
Zea mays	GRMZM2G147619_P03	SET	Genome	Other
Zea mays	GRMZM2G147619_P04	SET	Genome	Other
Zea mays	GRMZM2G149153_P01	SET	Genome	Other
Zea mays	GRMZM2G153229_P01	SET	Genome	Other
Zea mays	GRMZM2G153229_P02	SET	Genome	Other
Zea mays	GRMZM2G160662_P01	SET	Genome	Other
Zea mays	GRMZM2G160662_P02	SET	Genome	Other
Zea mays	GRMZM2G165011_P01	SET	Genome	Other
Zea mays	GRMZM2G172427_P01	SET	Genome	Other
Zea mays	GRMZM2G172828_P01	SET	Genome	Other
Zea mays	GRMZM2G000342_P01	SNF2	Genome	Other
Zea mays	GRMZM2G010085_P01	SNF2	Genome	Other
Zea mays	GRMZM2G010342_P01	SNF2	Genome	Other
Zea mays	GRMZM2G015190_P01	SNF2	Genome	Other
Zea mays	GRMZM2G021233_P01	SNF2	Genome	Other
Zea mays	GRMZM2G021233_P02	SNF2	Genome	Other
Zea mays	GRMZM2G023559_P01	SNF2	Genome	Other
Zea mays	GRMZM2G030768_P01	SNF2	Genome	Other
Zea mays	GRMZM2G035802_P01	SNF2	Genome	Other
Zea mays	GRMZM2G036695_P01	SNF2	Genome	Other
Zea mays	GRMZM2G036695_P02	SNF2	Genome	Other
Zea mays	GRMZM2G036695_P03	SNF2	Genome	Other
Zea mays	GRMZM2G047500_P02	SNF2	Genome	Other
Zea mays	GRMZM2G064574_P01	SNF2	Genome	Other
Zea mays	GRMZM2G064574_P02	SNF2	Genome	Other
Zea mays	GRMZM2G070264_P01	SNF2	Genome	Other
Zea mays	GRMZM2G071025_P01	SNF2	Genome	Other
Zea mays	GRMZM2G071025_P02	SNF2	Genome	Other
Zea mays	GRMZM2G076931_P02	SNF2	Genome	Other
Zea mays	GRMZM2G076931_P03	SNF2	Genome	Other
Zea mays	GRMZM2G076931_P04	SNF2	Genome	Other
Zea mays	GRMZM2G078364_P01	SNF2	Genome	Other
Zea mays	GRMZM2G085689_P01	SNF2	Genome	Other
Zea mays	GRMZM2G085689_P02	SNF2	Genome	Other
Zea mays	GRMZM2G085689_P03	SNF2	Genome	Other
Zea mays	GRMZM2G091262_P01	SNF2	Genome	Other
Zea mays	GRMZM2G093940_P01	SNF2	Genome	Other
Zea mays	GRMZM2G097289_P01	SNF2	Genome	Other
Zea mays	GRMZM2G097289_P02	SNF2	Genome	Other
Zea mays	GRMZM2G097289_P03	SNF2	Genome	Other
Zea mays	GRMZM2G102625_P01	SNF2	Genome	Other
Zea mays	GRMZM2G102625_P02	SNF2	Genome	Other
Zea mays	GRMZM2G108166_P01	SNF2	Genome	Other
Zea mays	GRMZM2G117060_P01	SNF2	Genome	Other
Zea mays	GRMZM2G117060_P02	SNF2	Genome	Other
Zea mays	GRMZM2G117629_P01	SNF2	Genome	Other
Zea mays	GRMZM2G126590_P01	SNF2	Genome	Other
Zea mays	GRMZM2G126590_P02	SNF2	Genome	Other
Zea mays	GRMZM2G126590_P03	SNF2	Genome	Other
Zea mays	GRMZM2G126590_P04	SNF2	Genome	Other
Zea mays	GRMZM2G126590_P05	SNF2	Genome	Other
Zea mays	GRMZM2G126774_P01	SNF2	Genome	Other
Zea mays	GRMZM2G126774_P02	SNF2	Genome	Other
Zea mays	GRMZM2G126774_P03	SNF2	Genome	Other
Zea mays	GRMZM2G126774_P04	SNF2	Genome	Other
Zea mays	GRMZM2G132405_P01	SNF2	Genome	Other
Zea mays	GRMZM2G138125_P01	SNF2	Genome	Other
Zea mays	GRMZM2G138125_P02	SNF2	Genome	Other
Zea mays	GRMZM2G138125_P03	SNF2	Genome	Other
Zea mays	GRMZM2G146041_P01	SNF2	Genome	Other
Zea mays	GRMZM2G146041_P02	SNF2	Genome	Other
Zea mays	GRMZM2G146041_P03	SNF2	Genome	Other
Zea mays	GRMZM2G148249_P01	SNF2	Genome	Other
Zea mays	GRMZM2G148249_P02	SNF2	Genome	Other
Zea mays	GRMZM2G149157_P01	SNF2	Genome	Other
Zea mays	GRMZM2G149157_P02	SNF2	Genome	Other
Zea mays	GRMZM2G154100_P01	SNF2	Genome	Other
Zea mays	GRMZM2G154100_P02	SNF2	Genome	Other
Zea mays	GRMZM2G154946_P01	SNF2	Genome	Other
Zea mays	GRMZM2G163849_P02	SNF2	Genome	Other
Zea mays	GRMZM2G163849_P03	SNF2	Genome	Other
Zea mays	GRMZM2G163849_P04	SNF2	Genome	Other
Zea mays	GRMZM2G163849_P05	SNF2	Genome	Other
Zea mays	GRMZM2G167780_P01	SNF2	Genome	Other
Zea mays	GRMZM2G168096_P01	SNF2	Genome	Other
Zea mays	GRMZM2G169042_P01	SNF2	Genome	Other
Zea mays	GRMZM2G172250_P01	SNF2	Genome	Other
Zea mays	GRMZM2G172356_P01	SNF2	Genome	Other
Zea mays	GRMZM2G172356_P02	SNF2	Genome	Other
Zea mays	GRMZM2G177165_P01	SNF2	Genome	Other
Zea mays	GRMZM2G178435_P01	SNF2	Genome	Other
Zea mays	GRMZM2G180705_P01	SNF2	Genome	Other
Zea mays	GRMZM2G139683_P01	SOH1	Genome	Other
Zea mays	GRMZM2G139683_P02	SOH1	Genome	Other
Zea mays	GRMZM2G139683_P03	SOH1	Genome	Other
Zea mays	AC206780.3_FGP042	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G000298_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G000298_P02	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G000298_P03	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G002160_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G002845_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G002845_P02	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G002845_P03	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G022382_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G032631_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G033091_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G035325_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G046286_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G049539_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G052416_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G077088_P02	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G078379_P02	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G083880_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G083880_P02	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G083880_P03	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G084426_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G084426_P02	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G084426_P03	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G092765_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G106257_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G107824_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G107824_P02	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G107824_P03	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G124502_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G124502_P02	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G124502_P03	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G124620_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G143788_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G148198_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G164253_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G167191_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G168117_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G171588_P01	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G171588_P02	SWI/SNF-BAF60b	Genome	Other
Zea mays	GRMZM2G019863_P01	SWI/SNF-SWI3	Genome	Other
Zea mays	GRMZM2G030529_P01	SWI/SNF-SWI3	Genome	Other
Zea mays	GRMZM2G059958_P01	SWI/SNF-SWI3	Genome	Other
Zea mays	GRMZM2G119261_P01	SWI/SNF-SWI3	Genome	Other
Zea mays	GRMZM2G149786_P01	SWI/SNF-SWI3	Genome	Other
Zea mays	GRMZM2G004161_P01	TRAF	Genome	Other
Zea mays	GRMZM2G004161_P03	TRAF	Genome	Other
Zea mays	GRMZM2G004523_P03	TRAF	Genome	Other
Zea mays	GRMZM2G009724_P01	TRAF	Genome	Other
Zea mays	GRMZM2G009724_P02	TRAF	Genome	Other
Zea mays	GRMZM2G010794_P01	TRAF	Genome	Other
Zea mays	GRMZM2G010794_P02	TRAF	Genome	Other
Zea mays	GRMZM2G010794_P03	TRAF	Genome	Other
Zea mays	GRMZM2G017404_P01	TRAF	Genome	Other
Zea mays	GRMZM2G019542_P01	TRAF	Genome	Other
Zea mays	GRMZM2G022606_P02	TRAF	Genome	Other
Zea mays	GRMZM2G026556_P01	TRAF	Genome	Other
Zea mays	GRMZM2G038691_P01	TRAF	Genome	Other
Zea mays	GRMZM2G038691_P02	TRAF	Genome	Other
Zea mays	GRMZM2G040465_P01	TRAF	Genome	Other
Zea mays	GRMZM2G040509_P01	TRAF	Genome	Other
Zea mays	GRMZM2G041963_P01	TRAF	Genome	Other
Zea mays	GRMZM2G046342_P01	TRAF	Genome	Other
Zea mays	GRMZM2G046342_P03	TRAF	Genome	Other
Zea mays	GRMZM2G046342_P04	TRAF	Genome	Other
Zea mays	GRMZM2G048192_P01	TRAF	Genome	Other
Zea mays	GRMZM2G052985_P01	TRAF	Genome	Other
Zea mays	GRMZM2G060723_P01	TRAF	Genome	Other
Zea mays	GRMZM2G060723_P02	TRAF	Genome	Other
Zea mays	GRMZM2G060765_P05	TRAF	Genome	Other
Zea mays	GRMZM2G066038_P01	TRAF	Genome	Other
Zea mays	GRMZM2G071885_P01	TRAF	Genome	Other
Zea mays	GRMZM2G076462_P01	TRAF	Genome	Other
Zea mays	GRMZM2G077197_P01	TRAF	Genome	Other
Zea mays	GRMZM2G077428_P01	TRAF	Genome	Other
Zea mays	GRMZM2G077951_T01_P01	TRAF	Genome	Other
Zea mays	GRMZM2G088086_P01	TRAF	Genome	Other
Zea mays	GRMZM2G095510_P01	TRAF	Genome	Other
Zea mays	GRMZM2G096819_P01	TRAF	Genome	Other
Zea mays	GRMZM2G096819_P02	TRAF	Genome	Other
Zea mays	GRMZM2G098227_P01	TRAF	Genome	Other
Zea mays	GRMZM2G100946_P01	TRAF	Genome	Other
Zea mays	GRMZM2G103251_P01	TRAF	Genome	Other
Zea mays	GRMZM2G103314_P01	TRAF	Genome	Other
Zea mays	GRMZM2G103314_P02	TRAF	Genome	Other
Zea mays	GRMZM2G104338_P01	TRAF	Genome	Other
Zea mays	GRMZM2G109738_P01	TRAF	Genome	Other
Zea mays	GRMZM2G120928_P01	TRAF	Genome	Other
Zea mays	GRMZM2G120930_P01	TRAF	Genome	Other
Zea mays	GRMZM2G121115_P01	TRAF	Genome	Other
Zea mays	GRMZM2G121115_P03	TRAF	Genome	Other
Zea mays	GRMZM2G128485_P02	TRAF	Genome	Other
Zea mays	GRMZM2G128485_P03	TRAF	Genome	Other
Zea mays	GRMZM2G128623_P01	TRAF	Genome	Other
Zea mays	GRMZM2G130505_P01	TRAF	Genome	Other
Zea mays	GRMZM2G130505_P03	TRAF	Genome	Other
Zea mays	GRMZM2G130505_P04	TRAF	Genome	Other
Zea mays	GRMZM2G136754_P01	TRAF	Genome	Other
Zea mays	GRMZM2G143782_P01	TRAF	Genome	Other
Zea mays	GRMZM2G160892_P01	TRAF	Genome	Other
Zea mays	GRMZM2G161569_P01	TRAF	Genome	Other
Zea mays	GRMZM2G161610_P01	TRAF	Genome	Other
Zea mays	GRMZM2G163671_P01	TRAF	Genome	Other
Zea mays	GRMZM2G163671_P03	TRAF	Genome	Other
Zea mays	GRMZM2G164669_P01	TRAF	Genome	Other
Zea mays	GRMZM2G171951_P01	TRAF	Genome	Other
Zea mays	GRMZM2G172114_P01	TRAF	Genome	Other
Zea mays	GRMZM2G174144_P01	TRAF	Genome	Other
Zea mays	GRMZM2G178375_P01	TRAF	Genome	Other
Zea mays	GRMZM2G178684_P01	TRAF	Genome	Other
Zea mays	GRMZM2G180162_P01	TRAF	Genome	Other
Zea mays	AC190702.3_FGP020	ABI3VP1	Genome	TF
Zea mays	AC193767.3_FGP027	ABI3VP1	Genome	TF
Zea mays	AC194362.3_FGP021	ABI3VP1	Genome	TF
Zea mays	AC200622.3_FGP046	ABI3VP1	Genome	TF
Zea mays	GRMZM2G001048_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G001048_P02	ABI3VP1	Genome	TF
Zea mays	GRMZM2G007519_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G007519_P02	ABI3VP1	Genome	TF
Zea mays	GRMZM2G008356_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G017187_P04	ABI3VP1	Genome	TF
Zea mays	GRMZM2G018485_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G019956_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G021252_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G024339_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G024948_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G027253_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G027760_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G028794_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G039741_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G045113_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G045847_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G051928_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G065478_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G065496_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G065496_P02	ABI3VP1	Genome	TF
Zea mays	GRMZM2G065496_P03	ABI3VP1	Genome	TF
Zea mays	GRMZM2G065496_P05	ABI3VP1	Genome	TF
Zea mays	GRMZM2G065538_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G067979_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G081337_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G082227_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G084371_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G084371_P03	ABI3VP1	Genome	TF
Zea mays	GRMZM2G088413_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G088427_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G092507_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G098063_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G098443_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G098458_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G098458_P02	ABI3VP1	Genome	TF
Zea mays	GRMZM2G102059_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G102938_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G102938_P02	ABI3VP1	Genome	TF
Zea mays	GRMZM2G102938_P03	ABI3VP1	Genome	TF
Zea mays	GRMZM2G102938_P04	ABI3VP1	Genome	TF
Zea mays	GRMZM2G102938_P05	ABI3VP1	Genome	TF
Zea mays	GRMZM2G104948_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G106086_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G106673_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G106673_P02	ABI3VP1	Genome	TF
Zea mays	GRMZM2G106673_P03	ABI3VP1	Genome	TF
Zea mays	GRMZM2G106673_P04	ABI3VP1	Genome	TF
Zea mays	GRMZM2G106673_P05	ABI3VP1	Genome	TF
Zea mays	GRMZM2G106673_P06	ABI3VP1	Genome	TF
Zea mays	GRMZM2G106673_P07	ABI3VP1	Genome	TF
Zea mays	GRMZM2G109480_P02	ABI3VP1	Genome	TF
Zea mays	GRMZM2G109480_P03	ABI3VP1	Genome	TF
Zea mays	GRMZM2G109879_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G109879_P02	ABI3VP1	Genome	TF
Zea mays	GRMZM2G111123_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G111123_P02	ABI3VP1	Genome	TF
Zea mays	GRMZM2G123461_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G125095_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G126194_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G128960_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G130753_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G130753_P02	ABI3VP1	Genome	TF
Zea mays	GRMZM2G133398_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G133398_P02	ABI3VP1	Genome	TF
Zea mays	GRMZM2G139548_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G142999_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G147313_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G149940_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G150419_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G150419_P02	ABI3VP1	Genome	TF
Zea mays	GRMZM2G158162_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G158162_P02	ABI3VP1	Genome	TF
Zea mays	GRMZM2G158162_P03	ABI3VP1	Genome	TF
Zea mays	GRMZM2G164390_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G172621_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G174610_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G174610_P02	ABI3VP1	Genome	TF
Zea mays	GRMZM2G177244_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G179121_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G179379_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G180168_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G181254_P01	ABI3VP1	Genome	TF
Zea mays	GRMZM2G017142_P01	Alfin-like	Genome	TF
Zea mays	GRMZM2G017142_P02	Alfin-like	Genome	TF
Zea mays	GRMZM2G028668_P01	Alfin-like	Genome	TF
Zea mays	GRMZM2G038066_P01	Alfin-like	Genome	TF
Zea mays	GRMZM2G038066_P02	Alfin-like	Genome	TF
Zea mays	GRMZM2G038182_P01	Alfin-like	Genome	TF
Zea mays	GRMZM2G047316_P01	Alfin-like	Genome	TF
Zea mays	GRMZM2G057201_P01	Alfin-like	Genome	TF
Zea mays	GRMZM2G057201_P02	Alfin-like	Genome	TF
Zea mays	GRMZM2G057201_P03	Alfin-like	Genome	TF
Zea mays	GRMZM2G063864_P01	Alfin-like	Genome	TF
Zea mays	GRMZM2G063864_P02	Alfin-like	Genome	TF
Zea mays	GRMZM2G073647_P01	Alfin-like	Genome	TF
Zea mays	GRMZM2G080917_P01	Alfin-like	Genome	TF
Zea mays	GRMZM2G080917_P02	Alfin-like	Genome	TF
Zea mays	GRMZM2G080917_P03	Alfin-like	Genome	TF
Zea mays	GRMZM2G107807_P01	Alfin-like	Genome	TF
Zea mays	GRMZM2G107807_P02	Alfin-like	Genome	TF
Zea mays	GRMZM2G110962_P02	Alfin-like	Genome	TF
Zea mays	GRMZM2G111450_P01	Alfin-like	Genome	TF
Zea mays	GRMZM2G115424_P01	Alfin-like	Genome	TF
Zea mays	GRMZM2G115424_P02	Alfin-like	Genome	TF
Zea mays	GRMZM2G115424_P03	Alfin-like	Genome	TF
Zea mays	GRMZM2G121414_P01	Alfin-like	Genome	TF
Zea mays	GRMZM2G121414_P02	Alfin-like	Genome	TF
Zea mays	GRMZM2G148810_P01	Alfin-like	Genome	TF
Zea mays	GRMZM2G148810_P02	Alfin-like	Genome	TF
Zea mays	GRMZM2G148810_P03	Alfin-like	Genome	TF
Zea mays	GRMZM2G153087_P01	Alfin-like	Genome	TF
Zea mays	GRMZM2G172001_P01	Alfin-like	Genome	TF
Zea mays	GRMZM2G172001_P02	Alfin-like	Genome	TF
Zea mays	GRMZM2G172001_P03	Alfin-like	Genome	TF
Zea mays	GRMZM2G175293_P01	Alfin-like	Genome	TF
Zea mays	AC184833.2_FGP037	AP2-EREBP	Genome	TF
Zea mays	AC188759.3_FGP038	AP2-EREBP	Genome	TF
Zea mays	AC191036.2_FGP031	AP2-EREBP	Genome	TF
Zea mays	AC191727.3_FGP040	AP2-EREBP	Genome	TF
Zea mays	AC200038.4_FGP046	AP2-EREBP	Genome	TF
Zea mays	AC200497.4_FGP041	AP2-EREBP	Genome	TF
Zea mays	AC202889.3_FGP043	AP2-EREBP	Genome	TF
Zea mays	AC203168.3_FGP025	AP2-EREBP	Genome	TF
Zea mays	AC203218.3_FGP032	AP2-EREBP	Genome	TF
Zea mays	AC203745.3_FGP039	AP2-EREBP	Genome	TF
Zea mays	AC204230.3_FGP032	AP2-EREBP	Genome	TF
Zea mays	AC205072.3_FGP033	AP2-EREBP	Genome	TF
Zea mays	AC205602.3_FGP028	AP2-EREBP	Genome	TF
Zea mays	AC206031.3_FGP041	AP2-EREBP	Genome	TF
Zea mays	AC206951.3_FGP050	AP2-EREBP	Genome	TF
Zea mays	AC208626.2_FGP035	AP2-EREBP	Genome	TF
Zea mays	AC209251.3_FGP034	AP2-EREBP	Genome	TF
